iid,Name,Category,Description,Latitude,Longitude,Founded Year,Total Money Raised,Raised Amount,Currency,Address,Zip code,City
12935,52cdef7e4bab8bd67529b932,all140,web,Real Time News,48.2114213,16.3736319,2009.0,$0,0.0,0,Judengasse,1010,Vienna
12939,52cdef7e4bab8bd67529b936,Mental Workout,mobile,Reinventing the delivery of psychology,,,2009.0,$0,0.0,0,"50 Hill Street, #333",11968,Southampton
12949,52cdef7e4bab8bd67529b945,AlphaPoint Technology,software,Visual IT Asset Management,27.3858,-82.423,2009.0,$0,0.0,0,6371 Business Blvd.,34240,Sarasota
12953,52cdef7e4bab8bd67529b950,Imakumo,consulting,ServiceNow French Experts,,,2009.0,$0,0.0,0,149 avenue du Maine,75014,Paris
12960,52cdef7e4bab8bd67529b956,Absolute Media,enterprise,publishing company,,,2009.0,$0,0.0,0,Broadgate Court 199 Bishopsgate,EC2M 3TY,London
12974,52cdef7e4bab8bd67529b963,Distimo,mobile,Solving the App Puzzle,52.0848526,5.1682449,2009.0,$0,0.0,0,Ambachtstraat 2,3512ES,Utrecht
12986,52cdef7e4bab8bd67529b96c,Mashape,enterprise,The Cloud API Hub,,,2010.0,$1.6M,1601000.0,USD,433 Bryant St.,94107,San Francisco
12996,52cdef7e4bab8bd67529b986,LendingKarma,legal,Online person-to-person lending,37.7753,-122.4186,2009.0,$0,0.0,0,P.O. Box 640211,94164-0211,San Francisco
13009,52cdef7e4bab8bd67529b99a,Aikon Labs,software,Helping Realize Ideas,,,2009.0,$0,0.0,0,"F3 Clover Highlands Near NIBM, Kondhwa",411048,"Pune, Maharashtra"
13015,52cdef7e4bab8bd67529b9a1,Japan Jobs,advertising,On-line recruitment for Japan,,,2009.0,$0,0.0,0,,,
13026,52cdef7e4bab8bd67529b9aa,BigSpire Technologies,ecommerce,Web Design and Development,13.060416,80.249634,2009.0,$0,0.0,0,chennai,,
13028,52cdef7e4bab8bd67529b9b5,Delivr,advertising,QR Code & NFC Management and Tracking ,40.756054,-73.986951,2009.0,$0,0.0,0,,,New York
13029,52cdef7e4bab8bd67529b9b8,AppStoreHQ,mobile,Mobile Application Search and Discovery,47.6447802,-122.325878,2009.0,$0,0.0,0,511 Boren Ave N,98109,Seattle
13086,52cdef7e4bab8bd67529b9e7,drchrono,medical,Bringing iPads to Healthcare,37.4202074,-122.0933053,2009.0,$4.13M,4125000.0,USD,1001 Rengstorff Avenue,94043,Mountain View
13104,52cdef7e4bab8bd67529b9f8,Pressitt,network_hosting,Social Media News Release service,50.732295,-1.818289,2009.0,$0,0.0,0,14 Hillbrow Road,BH6 5NT,Bournemouth
13147,52cdef7e4bab8bd67529ba2f,Nextstop,web,Local/Travel recommendations,37.7710177,-122.4025976,2009.0,$0,0.0,0,"650 Townsend St., Suite 310",94103,San Francisco
13164,52cdef7e4bab8bd67529ba36,Square,mobile,Mobile payments system,,,2009.0,$341M,340500000.0,USD,1455 Market Street,94103,San Francisco
13165,52cdef7e4bab8bd67529ba36,Square,mobile,Mobile payments system,,,2009.0,$341M,340500000.0,USD,,,New York
13166,52cdef7e4bab8bd67529ba36,Square,mobile,Mobile payments system,,,2009.0,$341M,340500000.0,USD,,,Waterloo
13170,52cdef7e4bab8bd67529ba4e,Graticle,design,WordPress Custom Website Design,45.7968414,-122.6931439,2009.0,$0,0.0,0,100 E. Third Ave. #373,98926,Ellensburg
13174,52cdef7e4bab8bd67529ba51,Wefollow,,,,,2009.0,$0,0.0,0,533 E 5th St #20,10009,New York
13179,52cdef7e4bab8bd67529ba59,HobbyAdda,web,Hobby Sharing Platform,28.635308,77.22496,2009.0,$0,0.0,0,,,DELHI
13180,52cdef7e4bab8bd67529ba5e,Ajiel,software,HR&Payroll Online.,,,2010.0,$0,0.0,0,147 bd Mohammed Smiha,20000,Casablanca
13181,52cdef7e4bab8bd67529ba5e,Ajiel,software,HR&Payroll Online.,,,2010.0,$0,0.0,0,147 bd Mohammed Smiha,20000,Casablanca
13200,52cdef7e4bab8bd67529ba76,Abengoa,cleantech,Innovative solutions for sustainability,,,2010.0,$0,0.0,0,Campus Palmas Altas,41014,Seville
13202,52cdef7e4bab8bd67529ba7e,OCTALINE,web,Lead Generation Services,48.8964115,2.2863338,2009.0,$0,0.0,0,"13, Rue Paul Vaillant Couturier",92300,Levallois-Perret
13203,52cdef7e4bab8bd67529ba7d,Pikkoo,mobile,YouTube of mobile personalization,65.0127875,25.470902,2009.0,$0,0.0,0,Pakkahuoneenkatu 12 A,90100,Oulu
13221,52cdef7e4bab8bd67529ba9e,Book'd,software,Online Booking and Invoicing,38.9569894,-92.3227556,2009.0,$0,0.0,0,3500 Buttonwood Drive,65201,Columbia
13231,52cdef7e4bab8bd67529bab1,makandra,software,Ruby on Rails Web Development Shop,48.3400291,10.9059804,2009.0,$0,0.0,0,Werner-von-Siemens-Str. 6,86159,Augsburg
13237,52cdef7e4bab8bd67529babd,Eco-Rate,web,Product Comparison Website,47.715013,-122.320283,2009.0,$0,0.0,0,11736 8th Ave NE,98125,Seattle
13253,52cdef7e4bab8bd67529bac9,Contenture,ecommerce,Subscription-based monetization network,45.523875,-122.670399,2009.0,$0,0.0,0,,,Portland
13267,52cdef7e4bab8bd67529bac7,Shareaholic,web,content sharing and discovery platform,42.3647559,-71.1032591,2009.0,$5.46M,5455000.0,USD,109 Kingston Street,02111,Boston
13271,52cdef7e4bab8bd67529badc,KnowEm,web,Social Media Profile Security,,,2009.0,$0,0.0,0,Phoenix Ave,07960,Morristown
13273,52cdef7e4bab8bd67529bade,Statugle,web,Interactive Statistical Database,41.9205483,-87.6531805,2009.0,$0,0.0,0,,60614,Chicago
13288,52cdef7e4bab8bd67529baec,Remodel Connect,other,Remodeling Project Quotes,39.5633544,-104.8571368,2009.0,$0,0.0,0,,80112,Denver
13334,52cdef7e4bab8bd67529bb13,DP7 Digital,software,Widgets and Apps for Web 2.0 and Mobile,-23.5815208,-46.6773686,2009.0,$100k,100000.0,USD,"Rua Pedroso Alvarenga, 990, sala 72, itaim bibi",04531011,Sao Paulo
13335,52cdef7e4bab8bd67529bb13,DP7 Digital,software,Widgets and Apps for Web 2.0 and Mobile,-27.5995476,-48.5483418,2009.0,$100k,100000.0,USD,"Rua Tiradentes, 201, sala 05, centro",88010430,Florianopolis
13352,52cdef7e4bab8bd67529bb25,Flixxy,games_video,The  Best Videos  on the  Net,27.972364,-82.800333,2010.0,$0,0.0,0,609 North Osceola Avenue,33755,Clearwater
13355,52cdef7e4bab8bd67529bb1f,SimpleGeo,advertising,Location Infrastructure,,,2009.0,$9.81M,9807367.0,USD,41 Decatur,94103,San Francisco
13383,52cdef7e4bab8bd67529bb48,Twitoaster,web,Twitter conversations threading,,,2009.0,$0,0.0,0,,,Paris
13389,52cdef7e4bab8bd67529bb4d,Easel,web,Design For the Web,,,2012.0,$0,0.0,USD,,,
13395,52cdef7e4bab8bd67529bb5d,AppNinjas,mobile,Financial iPhone Apps,37.7983181,-122.4000032,2009.0,$0,0.0,0,,94111,San Francisco
13403,52cdef7e4bab8bd67529bb6b,Wetoku,public_relations,Video Chat Interview Service,37.5009759,127.0373502,2009.0,$0,0.0,0,627-1 Yeoksam-dong Gangnam-Gu,135-080,Seoul
13413,52cdef7e4bab8bd67529bb78,JustProto,software,network and desktop app prototyper,54.520135,18.5416342,2009.0,$0,0.0,0,Abrahama 37/8,81-366,Gdynia
13425,52cdef7e4bab8bd67529bb8c,ConsultantForce,public_relations,Lead Generation Service Provider,39.59659,-104.803213,2009.0,$0,0.0,0,"5588 S Parker Road, Suite 183",80015,Centennial
13435,52cdef7e4bab8bd67529bb96,Fan,consulting,smart software solutions,-37.9924155,-57.5538238,2009.0,$0,0.0,0,9 de Julio 3485,,Mar del Plata
13440,52cdef7e4bab8bd67529bba1,ToolzDO,web,Location-based social network,26.280346,-80.186473,2009.0,$0,0.0,0,,,Coconut Creek
13460,52cdef7e4bab8bd67529bbae,Open Travel,web,User trips & travel guides.,,,2009.0,$0,0.0,0,,,
13467,52cdef7e4bab8bd67529bbbe,gdgt,hardware,Consumer electronics,,,2009.0,$3.72M,3715000.0,USD,901 Mission St.,94103,San Francisco
13488,52cdef7e4bab8bd67529bbd5,Mozbox Limited,other,Social cashback shopping,51.193175,-1.510484,2009.0,$0,0.0,0,23 Brook Way,SP11 7RY,Andover
13489,52cdef7e4bab8bd67529bbd6,Velvet View,games_video,Video promotion services for Nightclubs,,,2009.0,$0,0.0,0,,,Bay Area
13497,52cdef7e4bab8bd67529bbe6,Secure BI,enterprise,SAP Security Software,38.5621283,-121.7324992,2009.0,$0,0.0,0,1520 E. Covell Blvd.,95616,Davis
13498,52cdef7e4bab8bd67529bbe3,jamWee,web,Music Discovery Engine,40.555566,-74.283346,2009.0,$0,0.0,,,07095,Woobridge
13529,52cdef7e4bab8bd67529bc14,Hostarting,web,Independent Hostings Reviews,39.8725119,-4.0210296,2009.0,$0,0.0,0,Recodo del Pinar 9,45003,Toledo
13539,52cdef7e4bab8bd67529bc1e,SocialPlane,other,Ordable.com,37.569607,-77.469076,2009.0,$0,0.0,0,1716 Summit Ave Unit 30,23230,Richmond
13554,52cdef7e4bab8bd67529bc38,QxMD Software,mobile,Mobile Medical Apps,49.261226,-123.1139268,2009.0,$0,0.0,0,,,"Vancouver, British Columbia"
13563,52cdef7e4bab8bd67529bc42,expertnews,web,,53.5688101,9.9819779,2009.0,$0,0.0,0,,20146,Hamburg
13573,52cdef7e4bab8bd67529bc46,Viralheat,enterprise,Monitor social media in real time.,,,2009.0,$4.33M,4325000.0,USD,1510 Fashion Island Blvd. Ste. 260,94404,San Mateo
13583,52cdef7e4bab8bd67529bc56,Flaggpole,web,location-based social network,47.620973,-122.347276,2009.0,$0,0.0,0,,,Seattle
13599,52cdef7e4bab8bd67529bc73,Boostability,advertising,Internet Marketing for Local Businesses,,,2009.0,$0,0.0,0,795 E 340 S Suite 202,84003,American Fork
13607,52cdef7e4bab8bd67529bc7b,ReferenceBot,web,Professional reference repository,26.706239,-80.0520862,2009.0,$0,0.0,0,801 S Olive Ave #436,33401,West Palm Beach
13639,52cdef7e4bab8bd67529bc99,Vaultive,security,information-security,40.707954,-74.011114,2009.0,$11M,11000000.0,USD,"100 Broadway, 14th Floor",10005,New York
13641,52cdef7e4bab8bd67529bc9e,gpa software inc,software,teachers software,,,2009.0,$0,0.0,0,p o box 881731,90009,los angles
13648,52cdef7e4bab8bd67529bcb0,The Resumator,software,SaaS Recruiting Software,40.438423,-80.001933,2009.0,$2.98M,2975000.0,USD,,,Pittsburgh
13688,52cdef7e4bab8bd67529bce7,Carrier Mobile,mobile,Mobile Phone Software Development,42.2802707,-83.7422325,2009.0,$10k,10000.0,USD,500 E. Washington,48104,Ann Arbor
13689,52cdef7e4bab8bd67529bced,Sofa Labs,social,Social Applications Developer,37.5646055,-122.3229235,2009.0,$1.2M,1200000.0,,300 South Ellsworth Avenue,94401,San Mateo
13692,52cdef7e4bab8bd67529bcf4,Molecube,games_video,Application Developer,,,2011.0,$0,0.0,0,305 Bld. Charest EST,G1H 3K3,Quebec
13699,52cdef7e4bab8bd67529bcf8,AppUseful,web,Web 2.0 Applications Directory. ,30.2961708,-97.7389543,2009.0,$0,0.0,0,,78705,Austin
13707,52cdef7e4bab8bd67529bd06,YR Free,mobile,Ethical Mobile Platform,,,2009.0,£50k,50000.0,GBP,Daresbury Science & Innovation Campus,WA4 4FS,Daresbury
13719,52cdef7e4bab8bd67529bd12,Blurtt,web,,,,2010.0,$59k,59000.0,USD,,78701,Austin
13720,52cdef7e4bab8bd67529bd17,College Art Online,ecommerce,Buy Original Art from Art Students,33.519503,-111.941542,2009.0,$0,0.0,0,5620 N wilkinson road,85253,Paradise Valley
13723,52cdef7e4bab8bd67529bd1d,Undead Code Studios,games_video,Videogames,40.6367104,-3.9980485,2009.0,$0,0.0,0,,28400,Madrid
13725,52cdef7e4bab8bd67529bd1f,Cokidoo,other,Vertical Social Networks and communities,42.8995162,-8.5089455,2009.0,$0,0.0,0,,15707,Santiago de Compostela
13726,52cdef7e4bab8bd67529bd1f,Cokidoo,other,Vertical Social Networks and communities,37.9928939,-1.1317041,2009.0,$0,0.0,0,,30008,Murcia
13730,52cdef7e4bab8bd67529bd23,Fliptop,enterprise,Predictive Analytics Platform,37.775206,-122.419209,2010.0,$6.79M,6785000.0,USD,580 Howard Street,94105,San Francisco
13740,52cdef7e4bab8bd67529bd2d,folowen,web,Social Media Aggregator,,,2009.0,$0,0.0,0,133 Arrar Street,,Amman
13748,52cdef7e4bab8bd67529bd37,Red Ambiental,cleantech,Mexican cleantech company,,,2012.0,$20M,20000000.0,USD,Adolfo LÃ³pez Mateos No. 102 Col. Puerto de Durazno,,
13749,52cdef7e4bab8bd67529bd1a,Kickstarter,design,Creative project funding.,,,2009.0,$10M,10000000.0,USD,58 Kent St,11222,Brooklyn
13753,52cdef7e4bab8bd67529bd3e,IndiaOnAPage,software,Cover india on a page,12.9164537,77.6101165,2009.0,$0,0.0,0,16th Main,560076,Bangalore
13755,52cdef7e4bab8bd67529bd39,Quirky,ecommerce,We Make Invention Accessible,,,2009.0,$175M,175325006.0,USD,606 West 28th Street,10012,New York
13757,52cdef7e4bab8bd67529bd3d,Manager Labs,web,Focus on web applications and automation,,,2009.0,$0,0.0,0,211 East Ohio,60611,Chicago
13766,52cdef7e4bab8bd67529bd4b,Nalts Consulting,consulting,Social Media Video Consulting,40.3113504,-75.1135236,2009.0,$0,0.0,0,400 Farm Lane,18901,Doylestown
13771,52cdef7f4bab8bd67529bd55,ArtNeighbor,web,Social network for the art community,40.7489381,-73.9918181,2009.0,$0,0.0,0,,10001,New York City
13772,52cdef7f4bab8bd67529bd52,InRev,software,Social Media Marketing,,,2009.0,$0,0.0,0,"#56, Arun Villa, 3rd Main",,Bangalore
13793,52cdef7f4bab8bd67529bd6a,RentShout,advertising,Online rental advertising,35.1214086,-120.619506,2009.0,$0,0.0,0,960 W. Grand Ave.,93433,Grover Beach
13820,52cdef7f4bab8bd67529bd88,ClickFuel,advertising,Internet Marketing Solutions Provider,42.3406534,-71.0680027,2009.0,$9M,9000000.0,USD,7 New England Executive Park,01803,Burlington
13830,52cdef7f4bab8bd67529bd9a,Movip,web,Real time video twitter,38.7071631,-9.135517,2009.0,$0,0.0,0,,,Lisbon
13833,52cdef7f4bab8bd67529bd9b,ekidnaworld,games_video,safe children's virtual world,-27.4574861,153.033686,2010.0,$0,0.0,0,Fortitude Valley,4006,Queensland
13842,52cdef7f4bab8bd67529bda7,3D Creation Lab,other,3D Printing service provider,,,2009.0,$0,0.0,0,"Kestrel Court,",BS20 7AN,"Portishead, Bristol"
13862,52cdef7f4bab8bd67529bdc2,mTrip,mobile,Mobile Travel Guides,45.503971,-73.57236,2009.0,$0,0.0,0,420 Rue Guy,H3J 1S6,Montreal
13866,52cdef7f4bab8bd67529bdcd,Gravity,advertising,Conversation Engine,34.007967,-118.489681,2009.0,$20.6M,20600000.0,USD,"Project Rover, Inc.",,Santa Monica
13880,52cdef7f4bab8bd67529bdd9,Maopao,web,Social Network Aggregator,39.9081726,116.3979471,2009.0,$0,0.0,0,,,Beijing
13886,52cdef7f4bab8bd67529bddf,Chicisimo,fashion,Street fashion community,43.264499,-2.9308322,2010.0,$800k,800000.0,USD,Calle Henao 14,,Bilbao
13891,52cdef7f4bab8bd67529bde6,SearchMerge,search,A social search engine.,,,2009.0,$0,0.0,0,19 Cable Yard,CV1 4HA,Coventry
13894,52cdef7f4bab8bd67529bde9,scoyo,games_video,gamebased learning platform for children,53.5622698,9.9490139,2009.0,$0,0.0,0,GroÃŸer Burstah 50-52,20457,Hamburg
13901,52cdef7f4bab8bd67529bdf4,"Spurd, Inc",web,,40.675234,-73.971043,2009.0,$0,0.0,0,,,Brooklyn
13905,52cdef7f4bab8bd67529bdf9,OnePage,web,Interactive Business cards,53.3706564,-1.5613493,2009.0,$0,0.0,0,"BSEEN, Birmingham Science Park",B7 4BB,Birmingham
13928,52cdef7f4bab8bd67529be21,Status Search,search,social status search engine,25.774252,-80.190262,2009.0,$0,0.0,0,,,Miami
13929,52cdef7f4bab8bd67529be21,Status Search,search,social status search engine,32.0554,34.7595,2009.0,$0,0.0,0,,,Tel Aviv
13930,52cdef7f4bab8bd67529be22,Xamplified,web,Free Online Education Resource,,,2009.0,$0,0.0,,,110023,New Delhi
13944,52cdef7f4bab8bd67529be2e,Althea Systems,hardware,Internet TV startup,12.9349604,77.6136847,2009.0,$3M,3000000.0,USD,"#773, 80 Feet Road",560034,Bangalore
13978,52cdef7f4bab8bd67529be4e,FindandSmile,web,Free Online Dating,48.9974246,8.4649954,2009.0,$0,0.0,0,Amalienbadstr 41,76227,Karlsruhe
13981,52cdef7f4bab8bd67529be52,Covet Shop,ecommerce,Online Designer Consignment Boutique,40.72874,-73.989324,2009.0,$0,0.0,0,21 East 7th Street,10003,New York
13983,52cdef7f4bab8bd67529be57,Udorse,web,Seed Stage,40.756054,-73.986951,2009.0,$500k,500000.0,USD,,,New York
13984,52cdef7f4bab8bd67529be55,ReTargeter,advertising,Display advertising and retargeting,,,2009.0,$825k,825000.0,USD,33 New Montgomery,94105,San Francisco
13988,52cdef7f4bab8bd67529be61,Meuzer,games_video,music streaming sharing site ,37.320052,-121.877636,2009.0,$0,0.0,0,,,San Jose
13999,52cdef7f4bab8bd67529be67,Urban Airship,mobile,Mobile App Software,,,2009.0,$46.6M,46600000.0,USD,1417 NW Everett St.,97209,Portland
14000,52cdef7f4bab8bd67529be67,Urban Airship,mobile,Mobile App Software,,,2009.0,$46.6M,46600000.0,USD,41 Decatur,94103,San Francisco
14001,52cdef7f4bab8bd67529be67,Urban Airship,mobile,Mobile App Software,,,2009.0,$46.6M,46600000.0,USD,408 Florence Street,94301,Palo Alto
14002,52cdef7f4bab8bd67529be67,Urban Airship,mobile,Mobile App Software,,,2009.0,$46.6M,46600000.0,USD,24 Endell Street,WC2H 9HQ,London
14015,52cdef7f4bab8bd67529be7d,YesOrNow,web,Real Life Dating,48.882769,2.336453,2009.0,$0,0.0,0,"34, bld de Clichy",75018,Paris
14027,52cdef7f4bab8bd67529be8d,HURRYCAM,web,Consumer Video Reviews,48.8566667,2.3509871,2009.0,$0,0.0,0,,,Paris
14053,52cdef7f4bab8bd67529be8f,Stereomood,music,Turn your mood into music,41.9251196,12.4834691,2009.0,$0,0.0,,Via Domenico Chelini 1,00197,Rome
14065,52cdef7f4bab8bd67529be9b,Quantum Whisper,software,Connecting Product Mgn't & Customers,,,2009.0,$0,0.0,0,,,
14066,52cdef7f4bab8bd67529be9c,SharesPost,ecommerce,Private securities market specialist,34.007967,-118.489681,2009.0,$0,0.0,0,1150 Bayhill Drive,94066,San Bruno
14096,52cdef7f4bab8bd67529bec3,Bar Exchange,web,Social Network 4 Bar & Hospitality Staff,51.5395914,-0.1525048,2009.0,$0,0.0,0,35 Ballards Lane,London N3 1XW,London
14107,52cdef7f4bab8bd67529becf,Nirvana,software,Web-based GTD Task Manager,45.5058782,-73.5673333,2009.0,$0,0.0,0,372 Ste-Catherine Ouest,H3B 1A2,Montreal
14108,52cdef7f4bab8bd67529bed1,Kloud Mobile,mobile,Mobile Application Developer,26.0607497,-80.1899371,2009.0,$0,0.0,0,4938 SW 33 Way,33312,Fort Lauderdale
14110,52cdef7f4bab8bd67529bed0,goalster,web,Fitness Network | Workout Goals ,,,2009.0,$0,0.0,0,1261 Lincoln Ave,95125,San Jose
14111,52cdef7f4bab8bd67529bed3,Finest Expert,web,Real Estate Investing,37.775196,-122.419204,2009.0,$0,0.0,0,,,San Francisco
14118,52cdef7f4bab8bd67529bede,Innovatv,ecommerce,Innovative Product supplier for E-stores,,,2009.0,$0,0.0,0,"No. 360 Rm. 7C12, Hengtong Road",200070,Shanghai
14129,52cdef7f4bab8bd67529bef4,TwitsMag Canada,other,Canadian Twitter Media Portal,,,2009.0,$0,0.0,0,Yonge Street,M5H 3R3â€Ž,Tronto
14146,52cdef7f4bab8bd67529befc,Buddingup,web,Online Job Search,43.477552,-80.534491,2009.0,$0,0.0,0,Albert Street,,Waterloo
14168,52cdef7f4bab8bd67529bf24,Zerodegre,advertising,Marketing and Advertising,,,2009.0,$0,0.0,0,Taikang Road,200025,Shanghai
14169,52cdef7f4bab8bd67529bf22,BitMethod,mobile,Web App Development House,41.581232,-93.621998,2009.0,$50k,50000.0,USD,418 6th Avenue,50309,Des Moines
14170,52cdef7f4bab8bd67529bf27,ZIPQODE,web,Social Network for Homosexuals,39.951639,-75.163808,2009.0,$0,0.0,0,,,Philadelphia
14171,52cdef7f4bab8bd67529bf28,Eventric,software,solutions for the entertainment industry,41.9174637,-87.6664837,2009.0,$0,0.0,0,1644 N. Honore,60622,Chicago
14213,52cdef7f4bab8bd67529bf5f,BigTree Solutions,software,Restaurant Delivery Service Web Software,,,2009.0,$0,0.0,0,1103 E Broadway,65201-4955,Columbia
14214,52cdef7f4bab8bd67529bf60,Strategist News,web,Online Business News Portal,40.7489381,-73.9918181,2009.0,$0,0.0,0,,10001,New York
14223,52cdef7f4bab8bd67529bf69,VistaGen Therapeutics,biotech,Pluripotent stem cell technology ,37.6656476,-122.3843489,2013.0,$41.3M,41250000.0,USD,"384 Oyster Point Blvd., Suite #8",94080,South San Francisco
14273,52cdef7f4bab8bd67529bf97,Vevo,games_video,Premium music video programming,,,2009.0,$0,0.0,0,4 Times Square 25th Floor,10036,New York
14274,52cdef7f4bab8bd67529bf97,Vevo,games_video,Premium music video programming,,,2009.0,$0,0.0,0,"at 5340 Alla Road, Suite 105",90066,Playa Vista
14275,52cdef7f4bab8bd67529bf97,Vevo,games_video,Premium music video programming,,,2009.0,$0,0.0,0,"1-4 Argyll Street, 1st Floor",W1F 7TA,London
14276,52cdef7f4bab8bd67529bf97,Vevo,games_video,Premium music video programming,,,2009.0,$0,0.0,0,2 Shaw Alley,94105,San Francisco
14277,52cdef7f4bab8bd67529bf97,Vevo,games_video,Premium music video programming,,,2009.0,$0,0.0,0,430 W. Erie,60654,Chicago
14278,52cdef7f4bab8bd67529bf97,Vevo,games_video,Premium music video programming,,,2009.0,$0,0.0,0,Rosenthaler Straße 51,10178,Berlin
14296,52cdef7f4bab8bd67529bf9a,Talenthouse,web,Content Marketing Platform,,,2009.0,$15.1M,15100000.0,USD,542 High St,94301,Palo Alto
14297,52cdef7f4bab8bd67529bf9a,Talenthouse,web,Content Marketing Platform,,,2009.0,$15.1M,15100000.0,USD,8810 Melrose Ave,90065,West Hollywood
14304,52cdef7f4bab8bd67529bfb5,BOKU,mobile,Mobile Payments Platform,,,2009.0,$77.5M,77499998.0,USD,Maximillianstrasse 29,80539,Munich
14306,52cdef7f4bab8bd67529bfbc,Tepilo,web,Property Selling/Buying Platform,,,2009.0,$0,0.0,0,32-37 Cowper Street,EC2A 4AW,London
14313,52cdef7f4bab8bd67529bfc4,AudioBoo,mobile,,,,2010.0,$0,0.0,0,10A Maltings Place,SE1 3LJ,London
14317,52cdef7f4bab8bd67529bfc6,ipadio,messaging,Technology and Communications company,51.8205815,0.0118608,2009.0,$1.6M,1600000.0,USD,96 Farringdon Road,EC1R 3EA,London
14324,52cdef7f4bab8bd67529bfd1,AgreeYourFee,advertising,Recruitment where employers set the fee,51.5001524,-0.1262362,2009.0,$0,0.0,0,,,London
14328,52cdef7f4bab8bd67529bfd4,Mohawk Interactive,other,User Reviews of Fishing Businesses,32.781078,-96.797111,2009.0,$0,0.0,0,,,Dallas
14333,52cdef7f4bab8bd67529bfdf,Pixable,social,Your photo inbox,,,2009.0,$6.1M,6100000.0,USD,"137 Varick Street, 603",10013,New York City
14372,52cdef7f4bab8bd67529c000,Applied Genetics Technologies Corporation,biotech,Gene therapy,29.7847641,-82.4768036,2009.0,$78.1M,78050000.0,USD,11801 Research Drive,32615,Alachua
14393,52cdef7f4bab8bd67529c00e,Solix Biofuels,cleantech,biofuels-algae plants,40.5932386,-105.0766501,2009.0,$68.8M,68800000.0,USD,430 B. North College Ave.,80524,Fort Collins
14394,52cdef7f4bab8bd67529c014,Ykone,web,Social media site for fashion,48.8566667,2.3509871,2009.0,€1.5M,1500000.0,EUR,,,Paris
14402,52cdef7f4bab8bd67529c01c,WiseStamp,messaging,Introducing email Apps ,,,2009.0,$0,0.0,,HaYarkon 70,,Tel Aviv
14409,52cdef7f4bab8bd67529c023,OzTern Digital Services,consulting,Web Consulting and Marketing Services,8.503696,76.952187,2009.0,$0,0.0,0,,,Trivandrum
14410,52cdef7f4bab8bd67529c025,youserbase,network_hosting,Technology wiki,53.14967,8.200653,2009.0,$0,0.0,0,Lindenallee 60,26122,Oldenburg
14428,52cdef7f4bab8bd67529c041,Clovis Oncology,biotech,Oncology Compound Licencing Company,40.026,-105.259041,2009.0,$357M,356962756.0,USD,2525 28th Street,80301,Boulder
14434,52cdef7f4bab8bd67529c048,ResuWe,software,"SaaS, ATS, Applicant Tracking System",33.5341548,-117.7769669,2009.0,$0,0.0,0,1100 S. Coast Highway,92651,Laguna Beach
14438,52cdef7f4bab8bd67529c04d,Aragon Pharmaceuticals,biotech,Hormone-resistant Cancer Treatment,,,2009.0,$122M,122000000.0,USD,12780 El Camino Real Ste 301,92130-2042,San Diego
14441,52cdef7f4bab8bd67529c052,Startlike,web,Personalized Community Homepage,34.002737,-81.018312,2009.0,$0,0.0,0,1001 Harden Street,29205,Columbia
14465,52cdef7f4bab8bd67529c071,ITTAGS,web,Semantic web technology tags,34.052187,-118.243425,2009.0,$0,0.0,0,,,Los Angeles
14473,52cdef7f4bab8bd67529c077,tiggin,web,microblogging,,,2009.0,$0,0.0,0,,,
14474,52cdef7f4bab8bd67529c078,Echoes Kazulo,web,Real-time Topic Mashup,,,2009.0,$0,0.0,0,,2910-431,SetÃºbal
14477,52cdef7f4bab8bd67529c07f,Ray Websmith,web,Chicago Web Design,42.2796339,-88.3339768,2009.0,$0,0.0,0,6914 Red Barn Road,60012,Crystal Lake
14481,52cdef7f4bab8bd67529c081,Recreax,other,Online leisure guide map,51.0966039,5.1730329,2009.0,$0,0.0,0,,3945,Ham
14495,52cdef7f4bab8bd67529c098,Enternships,web,Portal for start-up jobs/internships,51.5215279,-0.1038219,2009.0,$0,0.0,0,5th Floor,EC1M 5NR,London
14522,52cdef7f4bab8bd67529c0bb,Tour Volume,games_video,Global Concert listing Site,,,2009.0,$0,0.0,0,1169 Redwood City,94061,California
14528,52cdef7f4bab8bd67529c0c6,Comufy,public_relations,Convert your Fans into Customers,51.5220763,-0.1153003,2009.0,$0,0.0,0,,EC1A 9PT,London
14607,52cdef7f4bab8bd67529c129,Kvittar,web,Digital receipts,55.6057989,12.9950742,2009.0,$0,0.0,0,,211 21,Malmö
14611,52cdef7f4bab8bd67529c12a,Layar,mobile,Augmented Reality,52.3657578,4.8928722,2009.0,$13.4M,13400000.0,USD,Vijzelstraat 20,1017HK,Amsterdam
14613,52cdef7f4bab8bd67529c132,GatherSource,web,News search & web network,47.909156,-97.055612,2009.0,$0,0.0,0,,58201,Grand Forks
14637,52cdef7f4bab8bd67529c14f,PicFog,search,Real time image search,51.4770982,-0.2867703,2009.0,$0,0.0,0,Adelaide Rd,TW9,London
14662,52cdef7f4bab8bd67529c168,Taxi Fares app,software,Taxi fares applications for smartphones,40.4244585,-3.6990948,2009.0,$0,0.0,0,,28004,Madrid
14676,52cdef7f4bab8bd67529c176,Actinobac Biomed,biotech,pharmaceutical technologies,40.455501,-74.478931,2009.0,$600k,600000.0,USD,675 US Highway 1,08902,North Brunswick
14704,52cdef7f4bab8bd67529c198,FertilityAuthority,web,Info Site for Fertility issues,,,2009.0,$1.7M,1700000.0,USD,"150 East 49th Street, 5th Floor",10017,New York
